J 	 kT 	 kQ 	 kP 	 etaP 
8.040867e-01 	 9.260645e-02 	 1.491666e-02 	 9.372414e-02 	 7.944977e-01 
8.055157e-01 	 9.206629e-02 	 1.485564e-02 	 9.334073e-02 	 7.945175e-01 
8.069447e-01 	 9.152556e-02 	 1.479440e-02 	 9.295597e-02 	 7.945275e-01 
8.083737e-01 	 9.098461e-02 	 1.473299e-02 	 9.257013e-02 	 7.945280e-01 
8.098027e-01 	 9.044295e-02 	 1.467135e-02 	 9.218282e-02 	 7.945183e-01 
8.112316e-01 	 8.990086e-02 	 1.460951e-02 	 9.179427e-02 	 7.944986e-01 
8.126606e-01 	 8.935825e-02 	 1.454746e-02 	 9.140440e-02 	 7.944686e-01 
8.140896e-01 	 8.881527e-02 	 1.448522e-02 	 9.101334e-02 	 7.944285e-01 
8.155186e-01 	 8.827178e-02 	 1.442277e-02 	 9.062095e-02 	 7.943779e-01 
8.169476e-01 	 8.772786e-02 	 1.436012e-02 	 9.022732e-02 	 7.943166e-01 
8.183765e-01 	 8.718335e-02 	 1.429726e-02 	 8.983231e-02 	 7.942445e-01 
8.198055e-01 	 8.663845e-02 	 1.423419e-02 	 8.943606e-02 	 7.941615e-01 
8.212345e-01 	 8.609311e-02 	 1.417093e-02 	 8.903856e-02 	 7.940676e-01 
8.226635e-01 	 8.554718e-02 	 1.410744e-02 	 8.863966e-02 	 7.939622e-01 
8.240925e-01 	 8.500085e-02 	 1.404376e-02 	 8.823953e-02 	 7.938455e-01 
8.255214e-01 	 8.445400e-02 	 1.397986e-02 	 8.783806e-02 	 7.937172e-01 
8.269504e-01 	 8.390680e-02 	 1.391578e-02 	 8.743540e-02 	 7.935775e-01 
8.283794e-01 	 8.335912e-02 	 1.385148e-02 	 8.703143e-02 	 7.934257e-01 
8.298084e-01 	 8.281083e-02 	 1.378696e-02 	 8.662604e-02 	 7.932617e-01 
8.312374e-01 	 8.226214e-02 	 1.372224e-02 	 8.621940e-02 	 7.930855e-01 
8.326663e-01 	 8.171303e-02 	 1.365733e-02 	 8.581150e-02 	 7.928970e-01 
8.340953e-01 	 8.116349e-02 	 1.359221e-02 	 8.540235e-02 	 7.926959e-01 
8.355243e-01 	 8.061341e-02 	 1.352687e-02 	 8.499181e-02 	 7.924819e-01 
8.369533e-01 	 8.006276e-02 	 1.346131e-02 	 8.457988e-02 	 7.922545e-01 
8.383823e-01 	 7.951172e-02 	 1.339555e-02 	 8.416670e-02 	 7.920142e-01 
8.398112e-01 	 7.896026e-02 	 1.332958e-02 	 8.375225e-02 	 7.917604e-01 
8.412402e-01 	 7.840829e-02 	 1.326341e-02 	 8.333646e-02 	 7.914928e-01 
8.426692e-01 	 7.785579e-02 	 1.319702e-02 	 8.291929e-02 	 7.912112e-01 
8.440982e-01 	 7.730289e-02 	 1.313042e-02 	 8.250087e-02 	 7.909157e-01 
8.455272e-01 	 7.674962e-02 	 1.306363e-02 	 8.208121e-02 	 7.906060e-01 
8.469561e-01 	 7.619570e-02 	 1.299660e-02 	 8.166006e-02 	 7.902812e-01 
8.483851e-01 	 7.564131e-02 	 1.292937e-02 	 8.123761e-02 	 7.899416e-01 
8.498141e-01 	 7.508644e-02 	 1.286192e-02 	 8.081381e-02 	 7.895868e-01 
8.512431e-01 	 7.453110e-02 	 1.279426e-02 	 8.038868e-02 	 7.892166e-01 
8.526721e-01 	 7.397555e-02 	 1.272642e-02 	 7.996244e-02 	 7.888314e-01 
8.541010e-01 	 7.341942e-02 	 1.265835e-02 	 7.953478e-02 	 7.884299e-01 
8.555300e-01 	 7.286267e-02 	 1.259006e-02 	 7.910566e-02 	 7.880119e-01 
8.569590e-01 	 7.230546e-02 	 1.252155e-02 	 7.867521e-02 	 7.875774e-01 
8.583880e-01 	 7.174779e-02 	 1.245283e-02 	 7.824342e-02 	 7.871261e-01 
8.598170e-01 	 7.118977e-02 	 1.238391e-02 	 7.781041e-02 	 7.866579e-01 
8.612459e-01 	 7.063130e-02 	 1.231478e-02 	 7.737606e-02 	 7.861723e-01 
8.626749e-01 	 7.007226e-02 	 1.224543e-02 	 7.694029e-02 	 7.856687e-01 
8.641039e-01 	 6.951274e-02 	 1.217586e-02 	 7.650317e-02 	 7.851470e-01 
8.655329e-01 	 6.895283e-02 	 1.210608e-02 	 7.606477e-02 	 7.846069e-01 
8.669619e-01 	 6.839248e-02 	 1.203610e-02 	 7.562504e-02 	 7.840481e-01 
8.683908e-01 	 6.783161e-02 	 1.196589e-02 	 7.518392e-02 	 7.834700e-01 
8.698198e-01 	 6.727025e-02 	 1.189547e-02 	 7.474143e-02 	 7.828724e-01 
8.712488e-01 	 6.670844e-02 	 1.182483e-02 	 7.429760e-02 	 7.822547e-01 
8.726778e-01 	 6.614621e-02 	 1.175398e-02 	 7.385246e-02 	 7.816169e-01 
8.741068e-01 	 6.558341e-02 	 1.168291e-02 	 7.340587e-02 	 7.809580e-01 
8.755357e-01 	 6.502022e-02 	 1.161163e-02 	 7.295800e-02 	 7.802782e-01 
8.769647e-01 	 6.445649e-02 	 1.154012e-02 	 7.250869e-02 	 7.795764e-01 
8.783937e-01 	 6.389250e-02 	 1.146842e-02 	 7.205823e-02 	 7.788530e-01 
8.798227e-01 	 6.332795e-02 	 1.139650e-02 	 7.160630e-02 	 7.781070e-01 
8.812517e-01 	 6.276287e-02 	 1.132435e-02 	 7.115296e-02 	 7.773378e-01 
8.826806e-01 	 6.219737e-02 	 1.125198e-02 	 7.069829e-02 	 7.765451e-01 
8.841096e-01 	 6.163132e-02 	 1.117939e-02 	 7.024219e-02 	 7.757282e-01 
8.855386e-01 	 6.106480e-02 	 1.110658e-02 	 6.978470e-02 	 7.748867e-01 
8.869676e-01 	 6.049801e-02 	 1.103358e-02 	 6.932602e-02 	 7.740207e-01 
8.883966e-01 	 5.993056e-02 	 1.096033e-02 	 6.886580e-02 	 7.731284e-01 
8.898255e-01 	 5.936274e-02 	 1.088688e-02 	 6.840427e-02 	 7.722102e-01 
8.912545e-01 	 5.879453e-02 	 1.081322e-02 	 6.794146e-02 	 7.712652e-01 
8.926835e-01 	 5.822570e-02 	 1.073932e-02 	 6.747712e-02 	 7.702924e-01 
8.941125e-01 	 5.765658e-02 	 1.066522e-02 	 6.701157e-02 	 7.692920e-01 
8.955415e-01 	 5.708688e-02 	 1.059089e-02 	 6.654453e-02 	 7.682625e-01 
8.969704e-01 	 5.651666e-02 	 1.051633e-02 	 6.607606e-02 	 7.672034e-01 
8.983994e-01 	 5.594610e-02 	 1.044157e-02 	 6.560630e-02 	 7.661145e-01 
8.998284e-01 	 5.537501e-02 	 1.036657e-02 	 6.513511e-02 	 7.649945e-01 
9.012574e-01 	 5.480353e-02 	 1.029137e-02 	 6.466260e-02 	 7.638432e-01 
9.026864e-01 	 5.423157e-02 	 1.021595e-02 	 6.418869e-02 	 7.626592e-01 
9.041153e-01 	 5.365913e-02 	 1.014030e-02 	 6.371337e-02 	 7.614421e-01 
9.055443e-01 	 5.308624e-02 	 1.006443e-02 	 6.323667e-02 	 7.601910e-01 
9.069733e-01 	 5.251280e-02 	 9.988324e-03 	 6.275849e-02 	 7.589045e-01 
9.084023e-01 	 5.193907e-02 	 9.912024e-03 	 6.227908e-02 	 7.575829e-01 
9.098313e-01 	 5.136475e-02 	 9.835484e-03 	 6.179817e-02 	 7.562240e-01 
9.112602e-01 	 5.078997e-02 	 9.758721e-03 	 6.131585e-02 	 7.548273e-01 
9.126892e-01 	 5.021484e-02 	 9.681751e-03 	 6.083223e-02 	 7.533924e-01 
9.141182e-01 	 4.963910e-02 	 9.604536e-03 	 6.034708e-02 	 7.519172e-01 
9.155472e-01 	 4.906315e-02 	 9.527136e-03 	 5.986076e-02 	 7.504019e-01 
9.169762e-01 	 4.848652e-02 	 9.449479e-03 	 5.937283e-02 	 7.488439e-01 
9.184051e-01 	 4.790940e-02 	 9.371596e-03 	 5.888347e-02 	 7.472427e-01 
9.198341e-01 	 4.733198e-02 	 9.293511e-03 	 5.839285e-02 	 7.455977e-01 
9.212631e-01 	 4.675402e-02 	 9.215189e-03 	 5.790074e-02 	 7.439068e-01 
9.226921e-01 	 4.617567e-02 	 9.136654e-03 	 5.740729e-02 	 7.421692e-01 
9.241211e-01 	 4.559678e-02 	 9.057883e-03 	 5.691236e-02 	 7.403830e-01 
9.255500e-01 	 4.501738e-02 	 8.978880e-03 	 5.641597e-02 	 7.385469e-01 
9.269790e-01 	 4.443752e-02 	 8.899652e-03 	 5.591816e-02 	 7.366596e-01 
9.284080e-01 	 4.385749e-02 	 8.820242e-03 	 5.541922e-02 	 7.347207e-01 
9.298370e-01 	 4.327696e-02 	 8.740598e-03 	 5.491880e-02 	 7.327276e-01 
9.312660e-01 	 4.269576e-02 	 8.660697e-03 	 5.441676e-02 	 7.306775e-01 
9.326949e-01 	 4.211408e-02 	 8.580567e-03 	 5.391329e-02 	 7.285696e-01 
9.341239e-01 	 4.153196e-02 	 8.500214e-03 	 5.340842e-02 	 7.264023e-01 
9.355529e-01 	 4.094947e-02 	 8.419647e-03 	 5.290220e-02 	 7.241740e-01 
9.369819e-01 	 4.036658e-02 	 8.338860e-03 	 5.239461e-02 	 7.218825e-01 
9.384109e-01 	 3.978325e-02 	 8.257852e-03 	 5.188562e-02 	 7.195257e-01 
9.398398e-01 	 3.919932e-02 	 8.176594e-03 	 5.137506e-02 	 7.171006e-01 
9.412688e-01 	 3.861502e-02 	 8.095123e-03 	 5.086316e-02 	 7.146060e-01 
9.426978e-01 	 3.803046e-02 	 8.013445e-03 	 5.034996e-02 	 7.120409e-01 
9.441268e-01 	 3.744532e-02 	 7.931526e-03 	 4.983525e-02 	 7.094000e-01 
9.455558e-01 	 3.685958e-02 	 7.849361e-03 	 4.931899e-02 	 7.066810e-01 
9.469847e-01 	 3.627343e-02 	 7.766971e-03 	 4.880132e-02 	 7.038823e-01 
9.484137e-01 	 3.568681e-02 	 7.684351e-03 	 4.828220e-02 	 7.010008e-01 
9.498427e-01 	 3.509968e-02 	 7.601493e-03 	 4.776159e-02 	 6.980331e-01 
9.512717e-01 	 3.451241e-02 	 7.518454e-03 	 4.723984e-02 	 6.949787e-01 
9.527007e-01 	 3.392438e-02 	 7.435138e-03 	 4.671635e-02 	 6.918301e-01 
9.541296e-01 	 3.333575e-02 	 7.351578e-03 	 4.619132e-02 	 6.885844e-01 
9.555586e-01 	 3.274681e-02 	 7.267803e-03 	 4.566496e-02 	 6.852409e-01 
9.569876e-01 	 3.215751e-02 	 7.183813e-03 	 4.513723e-02 	 6.817950e-01 
9.584166e-01 	 3.156793e-02 	 7.099619e-03 	 4.460822e-02 	 6.782434e-01 
9.598456e-01 	 3.097772e-02 	 7.015167e-03 	 4.407759e-02 	 6.745792e-01 
9.612745e-01 	 3.038698e-02 	 6.930472e-03 	 4.354544e-02 	 6.707987e-01 
9.627035e-01 	 2.979583e-02 	 6.845555e-03 	 4.301189e-02 	 6.668982e-01 
9.641325e-01 	 2.920419e-02 	 6.760398e-03 	 4.247684e-02 	 6.628720e-01 
9.655615e-01 	 2.861232e-02 	 6.675046e-03 	 4.194055e-02 	 6.587171e-01 
9.669905e-01 	 2.802003e-02 	 6.589466e-03 	 4.140284e-02 	 6.544261e-01 
9.684194e-01 	 2.742704e-02 	 6.503615e-03 	 4.086342e-02 	 6.499915e-01 
9.698484e-01 	 2.683368e-02 	 6.417548e-03 	 4.032264e-02 	 6.454091e-01 
9.712774e-01 	 2.623978e-02 	 6.331233e-03 	 3.978031e-02 	 6.406715e-01 
9.727064e-01 	 2.564544e-02 	 6.244685e-03 	 3.923652e-02 	 6.357721e-01 
9.741354e-01 	 2.505100e-02 	 6.157958e-03 	 3.869159e-02 	 6.307071e-01 
9.755643e-01 	 2.445579e-02 	 6.070951e-03 	 3.814491e-02 	 6.254622e-01 
9.769933e-01 	 2.386012e-02 	 5.983707e-03 	 3.759674e-02 	 6.200318e-01 
9.784223e-01 	 2.326398e-02 	 5.896229e-03 	 3.704710e-02 	 6.144071e-01 
9.798513e-01 	 2.266746e-02 	 5.808528e-03 	 3.649606e-02 	 6.085792e-01 
9.812803e-01 	 2.207073e-02 	 5.720628e-03 	 3.594377e-02 	 6.025403e-01 
9.827092e-01 	 2.147336e-02 	 5.632465e-03 	 3.538982e-02 	 5.962751e-01 
9.841382e-01 	 2.087551e-02 	 5.544062e-03 	 3.483437e-02 	 5.897734e-01 
9.855672e-01 	 2.027716e-02 	 5.455420e-03 	 3.427741e-02 	 5.830226e-01 
9.869962e-01 	 1.967834e-02 	 5.366536e-03 	 3.371894e-02 	 5.760101e-01 
9.884252e-01 	 1.907909e-02 	 5.277422e-03 	 3.315902e-02 	 5.687218e-01 
9.898541e-01 	 1.847956e-02 	 5.188096e-03 	 3.259777e-02 	 5.611450e-01 
9.912831e-01 	 1.787958e-02 	 5.098533e-03 	 3.203503e-02 	 5.532607e-01 
9.927121e-01 	 1.727904e-02 	 5.008720e-03 	 3.147071e-02 	 5.450501e-01 
9.941411e-01 	 1.667811e-02 	 4.918680e-03 	 3.090498e-02 	 5.364959e-01 
9.955701e-01 	 1.607665e-02 	 4.828390e-03 	 3.033767e-02 	 5.275762e-01 
9.969990e-01 	 1.547470e-02 	 4.737856e-03 	 2.976883e-02 	 5.182691e-01 
9.984280e-01 	 1.487243e-02 	 4.647105e-03 	 2.919862e-02 	 5.085533e-01 
9.998570e-01 	 1.426965e-02 	 4.556108e-03 	 2.862687e-02 	 4.983994e-01 
1.001286e+00 	 1.366641e-02 	 4.464871e-03 	 2.805361e-02 	 4.877797e-01 
1.002715e+00 	 1.306278e-02 	 4.373406e-03 	 2.747892e-02 	 4.766653e-01 
1.004144e+00 	 1.245879e-02 	 4.281715e-03 	 2.690281e-02 	 4.650228e-01 
1.005573e+00 	 1.185418e-02 	 4.189760e-03 	 2.632504e-02 	 4.528101e-01 
1.007002e+00 	 1.124939e-02 	 4.097612e-03 	 2.574606e-02 	 4.399959e-01 
1.008431e+00 	 1.064389e-02 	 4.005180e-03 	 2.516529e-02 	 4.265252e-01 
1.009860e+00 	 1.003799e-02 	 3.912516e-03 	 2.458306e-02 	 4.123555e-01 
1.011289e+00 	 9.431738e-03 	 3.819630e-03 	 2.399944e-02 	 3.974347e-01 
1.012718e+00 	 8.824907e-03 	 3.726482e-03 	 2.341418e-02 	 3.816978e-01 
1.014147e+00 	 8.217749e-03 	 3.633113e-03 	 2.282753e-02 	 3.650857e-01 
1.015576e+00 	 7.610033e-03 	 3.539488e-03 	 2.223926e-02 	 3.475190e-01 
1.017005e+00 	 7.001954e-03 	 3.445636e-03 	 2.164957e-02 	 3.289220e-01 
1.018434e+00 	 6.393535e-03 	 3.351559e-03 	 2.105847e-02 	 3.092054e-01 
1.019863e+00 	 5.784495e-03 	 3.257215e-03 	 2.046568e-02 	 2.882577e-01 
1.021292e+00 	 5.175282e-03 	 3.162677e-03 	 1.987168e-02 	 2.659801e-01 
1.022721e+00 	 4.565489e-03 	 3.067872e-03 	 1.927601e-02 	 2.422296e-01 
1.024150e+00 	 3.955165e-03 	 2.972813e-03 	 1.867873e-02 	 2.168606e-01 
1.025579e+00 	 3.344366e-03 	 2.877509e-03 	 1.807992e-02 	 1.897083e-01 
1.027008e+00 	 2.733119e-03 	 2.781961e-03 	 1.747958e-02 	 1.605836e-01 
1.028437e+00 	 2.121431e-03 	 2.686172e-03 	 1.687772e-02 	 1.292685e-01 
1.029866e+00 	 1.509305e-03 	 2.590142e-03 	 1.627434e-02 	 9.551116e-02 
1.031295e+00 	 8.970093e-04 	 2.493914e-03 	 1.566972e-02 	 5.903619e-02 
1.032724e+00 	 2.840852e-04 	 2.397415e-03 	 1.506340e-02 	 1.947644e-02 
1.034153e+00 	 NaN 	 2.300684e-03 	 1.445562e-02 	 NaN 
1.035582e+00 	 NaN 	 2.203686e-03 	 1.384616e-02 	 NaN 
1.037010e+00 	 NaN 	 2.106445e-03 	 1.323518e-02 	 NaN 
1.038439e+00 	 NaN 	 2.008960e-03 	 1.262267e-02 	 NaN 
1.039868e+00 	 NaN 	 1.911274e-03 	 1.200889e-02 	 NaN 
1.041297e+00 	 NaN 	 1.813305e-03 	 1.139333e-02 	 NaN 
1.042726e+00 	 NaN 	 1.715103e-03 	 1.077631e-02 	 NaN 
1.044155e+00 	 NaN 	 1.616651e-03 	 1.015772e-02 	 NaN 
1.045584e+00 	 NaN 	 1.517951e-03 	 9.537565e-03 	 NaN 
1.047013e+00 	 NaN 	 1.419007e-03 	 8.915886e-03 	 NaN 
1.048442e+00 	 NaN 	 1.319879e-03 	 8.293045e-03 	 NaN 
1.049871e+00 	 NaN 	 1.220458e-03 	 7.668363e-03 	 NaN 
1.051300e+00 	 NaN 	 1.120781e-03 	 7.042074e-03 	 NaN 
1.052729e+00 	 NaN 	 1.020858e-03 	 6.414240e-03 	 NaN 
1.054158e+00 	 NaN 	 9.207012e-04 	 5.784937e-03 	 NaN 
1.055587e+00 	 NaN 	 8.202895e-04 	 5.154031e-03 	 NaN 
1.057016e+00 	 NaN 	 7.196585e-04 	 4.521748e-03 	 NaN 
1.058445e+00 	 NaN 	 6.187539e-04 	 3.887745e-03 	 NaN 
1.059874e+00 	 NaN 	 5.176178e-04 	 3.252289e-03 	 NaN 
1.061303e+00 	 NaN 	 4.162219e-04 	 2.615199e-03 	 NaN 
1.062732e+00 	 NaN 	 3.146086e-04 	 1.976744e-03 	 NaN 
1.064161e+00 	 NaN 	 2.127404e-04 	 1.336688e-03 	 NaN 
1.065590e+00 	 NaN 	 1.106327e-04 	 6.951260e-04 	 NaN 
1.067019e+00 	 NaN 	 8.249420e-06 	 5.183264e-05 	 NaN 
1.068448e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.069877e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.071306e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.072735e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.074164e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.075593e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.077022e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.078451e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.079880e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.081309e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.082738e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.084167e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.085596e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.087025e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.088454e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.089883e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.091312e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.092741e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.094170e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.095599e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.097028e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.098457e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.099886e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.101315e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.102744e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.104173e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.105602e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.107031e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.108459e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.109888e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.111317e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.112746e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.114175e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.115604e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.117033e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.118462e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.119891e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.121320e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.122749e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.124178e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.125607e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.127036e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.128465e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.129894e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.131323e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.132752e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.134181e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.135610e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.137039e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.138468e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.139897e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.141326e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.142755e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.144184e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.145613e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.147042e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.148471e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.149900e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.151329e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.152758e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.154187e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.155616e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.157045e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.158474e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.159903e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.161332e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.162761e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.164190e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.165619e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.167048e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.168477e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.169906e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.171335e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.172764e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.174193e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.175622e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.177051e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.178480e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.179908e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.181337e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.182766e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.184195e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.185624e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.187053e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.188482e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.189911e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.191340e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.192769e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.194198e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.195627e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.197056e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.198485e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.199914e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.201343e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.202772e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.204201e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.205630e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.207059e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.208488e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.209917e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.211346e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.212775e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.214204e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.215633e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.217062e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.218491e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.219920e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.221349e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.222778e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.224207e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.225636e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.227065e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.228494e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.229923e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.231352e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.232781e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.234210e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.235639e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.237068e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.238497e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.239926e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.241355e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.242784e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.244213e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.245642e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.247071e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.248500e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.249929e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.251357e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.252786e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.254215e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.255644e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.257073e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.258502e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.259931e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.261360e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.262789e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.264218e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.265647e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.267076e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.268505e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.269934e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.271363e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.272792e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.274221e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.275650e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.277079e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.278508e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.279937e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.281366e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.282795e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.284224e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.285653e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.287082e+00 	 NaN 	 NaN 	 NaN 	 NaN 
